iter	Logloss
400	0.3527761738
401	0.3525941827
402	0.3524298507
403	0.3523696942
404	0.3520971577
405	0.3519989614
406	0.3518934357
407	0.3517411693
408	0.3516576746
409	0.3515489557
410	0.3515222742
411	0.3514226421
412	0.3512862988
413	0.3510468301
414	0.3508303353
415	0.3506715753
416	0.3505417042
417	0.3504984138
418	0.3502609596
419	0.3501900234
420	0.3500952989
421	0.349809518
422	0.3496843617
423	0.3494758392
424	0.3494094677
425	0.3493375885
426	0.3491942588
427	0.3490930622
428	0.3489927871
429	0.3488688523
430	0.3487023771
431	0.3486596011
432	0.348545203
433	0.3484668303
434	0.3483636192
435	0.3482823318
436	0.3482004659
437	0.3479950937
438	0.3478668727
439	0.347744631
440	0.3475769129
441	0.3474694799
442	0.3473247142
443	0.3472027725
444	0.3470278108
445	0.3469572603
446	0.346910541
447	0.3468517346
448	0.3467770694
449	0.3466405118
450	0.3464790944
451	0.3464529059
452	0.3462906312
453	0.34625227
454	0.3461633747
455	0.346097839
456	0.3460399328
457	0.3459932563
458	0.3458188946
459	0.3457144619
460	0.3454934881
461	0.3453482296
462	0.3452214016
463	0.344895245
464	0.3448636344
465	0.3447938555
466	0.3446531617
467	0.3446146076
468	0.3445371135
469	0.3444242156
470	0.3442820645
471	0.3441887973
472	0.3440712275
473	0.3439325483
474	0.3438421957
475	0.3436612118
476	0.3435649015
477	0.3433845177
478	0.3432150851
479	0.3431212607
480	0.3429964044
481	0.3428412234
482	0.3427674583
483	0.342523532
484	0.3423970255
485	0.3422979719
486	0.3421856312
487	0.3421569781
488	0.3419349113
489	0.3418559599
490	0.3415890383
491	0.3415568062
492	0.3413956889
493	0.3413513269
494	0.3412028966
495	0.341031471
496	0.3409526696
497	0.3408399003
498	0.340831328
499	0.3407395395
500	0.3406538588
501	0.3406400573
502	0.340541861
503	0.3403998386
504	0.3403030138
505	0.340209168
506	0.3401115075
507	0.3400335205
508	0.3399651131
509	0.339796302
510	0.3396014096
511	0.3394444069
512	0.3393321305
513	0.3391649911
514	0.3390455996
515	0.3389803426
516	0.3388518858
517	0.3388175321
518	0.3387293869
519	0.3387038413
520	0.3386346196
521	0.3385175426
522	0.3385077702
523	0.3384216394
524	0.3379394874
525	0.3376984328
526	0.337591257
527	0.3373981004
528	0.3373743122
529	0.3372269748
530	0.337054692
531	0.337030175
532	0.3369502378
533	0.3368706864
534	0.3367997073
535	0.3367384364
536	0.3366156374
537	0.3364856591
538	0.3362945814
539	0.336161067
540	0.335948494
541	0.3357507084
542	0.3357009459
543	0.335622016
544	0.3355601664
545	0.3354844726
546	0.3354085429
547	0.3353478721
548	0.3352154935
549	0.3349821541
550	0.3349383922
551	0.3347143109
552	0.3346709776
553	0.3344534327
554	0.3344198506
555	0.3342709916
556	0.3341241901
557	0.3339938903
558	0.3339255258
559	0.3337983978
560	0.3336477815
561	0.333592447
562	0.3335427702
563	0.3334819494
564	0.3332770487
565	0.3331841672
566	0.3330209282
567	0.3329555426
568	0.3328946789
569	0.3328557818
570	0.3326198706
571	0.3325501131
572	0.3324993648
573	0.3323893601
574	0.3322172915
575	0.3321564064
576	0.3320956498
577	0.3319789158
578	0.3319038648
579	0.3317847948
580	0.3315951744
581	0.3315069649
582	0.3314519518
583	0.3313852803
584	0.331272061
585	0.3312228771
586	0.3310208267
587	0.330957027
588	0.3307518048
589	0.3306307418
590	0.3305332527
591	0.3304555014
592	0.3303892586
593	0.3303003204
594	0.3302064103
595	0.3300289626
596	0.3298650163
597	0.3298228403
598	0.3297580976
599	0.3296596227
600	0.3294097172
601	0.3292703736
602	0.3291782851
603	0.3291106921
604	0.329070102
605	0.3290345481
606	0.3289233647
607	0.3288299903
608	0.3286910325
609	0.3286603435
610	0.3286184675
611	0.3284554857
612	0.3283919645
613	0.3282637007
614	0.328237105
615	0.3281225569
616	0.3280692368
617	0.3279469737
618	0.3278924963
619	0.3278564282
620	0.3278145522
621	0.3276824737
622	0.3275860133
623	0.3275517667
624	0.3274714223
625	0.3274122517
626	0.3273267425
627	0.3272651287
628	0.327180541
629	0.3270460622
630	0.3269115834
631	0.3268184876
632	0.3266168016
633	0.3265891343
634	0.3264898236
635	0.3264529839
636	0.3263767542
637	0.3263155048
638	0.3262481689
639	0.3260772362
640	0.3258729142
641	0.3256789004
642	0.3255399425
643	0.3253691813
644	0.3252161005
645	0.325123519
646	0.3250407101
647	0.324865877
648	0.3246833287
649	0.3245816392
650	0.3244430671
651	0.3243465209
652	0.3242134994
653	0.3241189035
654	0.3240227003
655	0.32370218
656	0.323595497
657	0.3233723587
658	0.323284192
659	0.3231178241
660	0.3230759267
661	0.3229656219
662	0.3226938355
663	0.3226154627
664	0.3225343254
665	0.3223951104
666	0.3222876988
667	0.3222510949
668	0.3221037361
669	0.3220320069
670	0.3219877522
671	0.3218994998
672	0.3218223915
673	0.321767957
674	0.3217431401
675	0.32168922
676	0.321545633
677	0.3215379394
678	0.3214758969
679	0.321415869
680	0.3213201587
681	0.3212422575
682	0.321151562
683	0.3210886837
684	0.321065667
685	0.3207390817
686	0.32067031
687	0.3206313701
688	0.3205279232
689	0.3204893477
690	0.3201674986
691	0.3200587369
692	0.3199680628
693	0.3198935477
694	0.319821347
695	0.3197034772
696	0.3195109421
697	0.3193883146
698	0.3193145495
699	0.3190887537
700	0.3189041266
701	0.3187927503
702	0.3186699085
703	0.3185511814
704	0.3182907319
705	0.3181085479
706	0.3180116375
707	0.3178627357
708	0.3177083476
709	0.3176601281
710	0.3175555669
711	0.3175238706
712	0.3172892667
713	0.3172244383
714	0.3172044218
715	0.3171208414
716	0.3169086756
717	0.3167897771
718	0.3165485511
719	0.3162971239
720	0.3162088287
721	0.316167017
722	0.3160228944
723	0.3159794968
724	0.3157790966
725	0.3156986022
726	0.3155742388
727	0.3152865721
728	0.3152484251
729	0.315170931
730	0.3150994376
731	0.3148605047
732	0.3147519572
733	0.3146603616
734	0.3145947831
735	0.3144939723
736	0.3143026373
737	0.3142413021
738	0.3142071627
739	0.3141692944
740	0.3141116882
741	0.3139772737
742	0.3138732482
743	0.3137522065
744	0.3136397801
745	0.3134296289
746	0.3133538278
747	0.3132657683
748	0.3132037688
749	0.3129970679
750	0.3128129981
751	0.3126420653
752	0.3125603708
753	0.312451309
754	0.3123438546
755	0.3122864198
756	0.3122593312
757	0.3120837265
758	0.3119978744
759	0.311922502
760	0.3117366748
761	0.3116588378
762	0.3114845619
763	0.3113892802
764	0.3113199727
765	0.3111123932
766	0.3109814505
767	0.3109323309
768	0.3107174648
769	0.3105199149
770	0.3104457212
771	0.3103807428
772	0.3103632766
773	0.3102790318
774	0.3102566151
775	0.3101998876
776	0.3099871432
777	0.3098976907
778	0.3098375556
779	0.3097316228
780	0.3095352516
781	0.3094021658
782	0.3093341656
783	0.3092380695
784	0.309182735
785	0.3091372801
786	0.3090300185
787	0.3088514778
788	0.3087718406
789	0.3087229782
790	0.3086850456
791	0.3086082158
792	0.3082983038
793	0.3082845666
794	0.3081941497
795	0.3080927817
796	0.3080275246
797	0.307888181
798	0.307760753
799	0.3075991856
800	0.3074686072
801	0.3074384111
802	0.3074266669
803	0.3072505051
804	0.3071093184
805	0.3069126258
806	0.3067934915
807	0.3067329064
808	0.3066672422
809	0.3065919983
810	0.3062995739
811	0.306230095
812	0.3061704957
813	0.3060292876
814	0.3059920407
815	0.3059024168
816	0.3057502575
817	0.3056493609
818	0.3055610442
819	0.3054841502
820	0.3052876505
821	0.30512439
822	0.3050250364
823	0.3048233932
824	0.3047238896
825	0.3046152136
826	0.304504866
827	0.304397283
828	0.3041558426
829	0.3040871567
830	0.3039278609
831	0.3037862028
832	0.303749856
833	0.3036081764
834	0.3035468627
835	0.3034196275
836	0.3033876741
837	0.3033104157
838	0.3031726794
839	0.3031246743
840	0.3029864236
841	0.3029046219
842	0.3028688324
843	0.3026648318
844	0.3025829444
845	0.3025124368
846	0.3023846444
847	0.3023522195
848	0.3022729252
849	0.302190502
850	0.3020918343
851	0.3019698068
852	0.3019380248
853	0.3018826688
854	0.3016774038
855	0.3014863904
856	0.3013158434
857	0.3011536973
858	0.3010643091
859	0.3009295517
860	0.3007710275
861	0.3007090494
862	0.3006139605
863	0.3004764171
864	0.3004377129
865	0.300283132
866	0.3002435706
867	0.3000373197
868	0.299932287
869	0.2998749165
870	0.2997643546
871	0.2996547142
872	0.2995815063
873	0.2995339726
874	0.2994820884
875	0.2993128916
876	0.2992402195
877	0.2991079909
878	0.2990145951
879	0.2989879137
880	0.2989536671
881	0.2987797341
882	0.2986650788
883	0.2984272175
884	0.2983937639
885	0.298197757
886	0.2981295639
887	0.2980051362
888	0.2979805978
889	0.2979273207
890	0.2978495051
891	0.2976096293
892	0.297555452
893	0.2974623134
894	0.2974109435
895	0.2972443184
896	0.2971696961
897	0.297093295
898	0.2969631881
899	0.2968459397
900	0.2967447002
901	0.2966587624
902	0.2965694813
903	0.2965132038
904	0.2963936195
905	0.2962884581
906	0.2961287552
907	0.2960267656
908	0.2959737456
909	0.2959060669
910	0.2956806997
911	0.2956259652
912	0.2955871753
913	0.2955305335
914	0.2952623903
915	0.2951996193
916	0.2951063092
917	0.2950296295
918	0.294778931
919	0.2946342725
920	0.2945422912
921	0.2944494955
922	0.2943992615
923	0.2943612431
924	0.2943086946
925	0.2942928143
926	0.2942143558
927	0.2939714582
928	0.2938390582
929	0.2937952963
930	0.2937432193
931	0.2936948712
932	0.2936847772
933	0.2936174843
934	0.2935441692
935	0.2934494019
936	0.2933348109
937	0.2932620102
938	0.2931798013
939	0.2930521161
940	0.2930071541
941	0.2929133297
942	0.292776665
943	0.2927464689
944	0.2926744611
945	0.2925406038
946	0.2924604737
947	0.2924095325
948	0.2921643418
949	0.292072639
950	0.2919934305
951	0.2919104287
952	0.2918267625
953	0.2917861081
954	0.2917526545
955	0.2916777107
956	0.2914055385
957	0.2913629768
958	0.2911732706
959	0.2910998698
960	0.2909857075
961	0.290826176
962	0.2904960547
963	0.2903471529
964	0.2902773525
965	0.2901859069
966	0.2901210999
967	0.2899686406
968	0.2898923467
969	0.2897159276
970	0.2896809524
971	0.2895150988
972	0.2894247677
973	0.2893461592
974	0.2893215994
975	0.2892900531
976	0.2891558958
977	0.2891290215
978	0.2890967037
979	0.2890480127
980	0.2889913495
981	0.2888436478
982	0.2886348253
983	0.2884916241
984	0.2883772904
985	0.2882878164
986	0.2882741435
987	0.2881515803
988	0.2878875732
989	0.2877707964
990	0.2877039106
991	0.2876846871
992	0.2875336636
993	0.2874657063
994	0.2872140006
995	0.2870622271
996	0.2870064639
997	0.2869675883
998	0.2869176329
999	0.2867713671
